"health","level","moves","r0c0","r0c1","r0c2","r0c3","r0c4","r0c5","r0c6","r1c0","r1c1","r1c2","r1c3","r1c4","r1c5","r1c6","r2c0","r2c1","r2c2","r2c3","r2c4","r2c5","r2c6","r3c0","r3c1","r3c2","r3c3","r3c4","r3c5","r3c6","r4c0","r4c1","r4c2","r4c3","r4c4","r4c5","r4c6","r5c0","r5c1","r5c2","r5c3","r5c4","r5c5","r5c6","r6c0","r6c1","r6c2","r6c3","r6c4","r6c5","r6c6","s0d0","s0d1","s0d2","s0d3","s0d4","s0d5","s0d6","s1d0","s1d1","s1d2","s1d3","s1d4","s1d5","s1d6","s2d0","s2d1","s2d2","s2d3","s2d4","s2d5","s2d6","s3d0","s3d1","s3d2","s3d3","s3d4","s3d5","s3d6","s4d0","s4d1","s4d2","s4d3","s4d4","s4d5","s4d6","s5d0","s5d1","s5d2","s5d3","s5d4","s5d5","s5d6","s6d0","s6d1","s6d2","s6d3","s6d4","s6d5","s6d6"
1,93,8,"grass","ice","ice","","","","","ice","start","grass","","","","","ice","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","enemy","gem","gem","","","","","gem","","warp","","","","","gem","warp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,94,10,"start","ice","ice","","","","","ice","ice","grass","","","","","marsh","marsh","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","gem","","","","","gem","gem","boulder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,95,7,"start","ice","ice","","","","","ice","ice","ice","","","","","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","boulder","","","","","gem","gem","gem","","","","","boulder","gem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,96,4,"start","ice","ice","","","","","ice","ice","ice","","","","","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","gem","","","","","gem","","enemy","","","","","sword","gem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,97,5,"start","ice","ice","","","","","ice","endClosed","ice","","","","","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","hammer","","","","","gem","","","","","","","gem","gem","boulder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2,98,6,"start","ice","ice","","","","","ice","ice","ice","","","","","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","enemy","","","","","sword","gem","gem","","","","","gem","enemy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,99,10,"start","ice","ice","","","","","ice","ice","ice","","","","","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","warp","sword","","","","","gem","gem","boulder","","","","","enemy","warp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3,100,5,"start","ice","ice","","","","","ice","ice","ice","","","","","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","sword","","","","","gem","gem","enemy","","","","","enemy","gem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,101,7,"start","ice","ice","grass","","","","grass","grass","ice","grass","","","","ice","ice","ice","grass","","","","ice","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","gem","gem","boulder","","","","boulder","boulder","gem","boulder","","","","gem","gem","gem","boulder","","","","gem","hammer","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,102,14,"start","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","warp","gem","gem","","","","warp","boulder","gem","gem","","","","gem","hammer","boulder","boulder","","","","gem","gem","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,103,12,"start","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","gem","enemy","warp","","","","gem","hammer","boulder","boulder","","","","boulder","boulder","boulder","warp","","","","sword","gem","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,104,12,"grass","grass","grass","grass","","","","grass","start","grass","grass","","","","grass","grass","endClosed","grass","","","","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","","","","","","","","gem","enemy","hammer","boulder","","","","enemy","","warp","hammer","","","","sword","warp","","boulder","","","","boulder","sword","boulder","gem","","","","","","","","","","","","","","","","","","","","","","","",""
1,105,10,"start","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","hammer","gem","boulder","","","","hammer","boulder","boulder","boulder","","","","hammer","boulder","boulder","boulder","","","","boulder","boulder","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,106,12,"start","grass","grass","grass","","","","grass","marsh","marsh","grass","","","","grass","marsh","marsh","grass","","","","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","sword","enemy","gem","","","","sword","","","enemy","","","","enemy","","","enemy","","","","enemy","enemy","enemy","","","","","","","","","","","","","","","","","","","","","","","","",""
1,107,15,"start","marsh","grass","grass","","","","marsh","marsh","grass","grass","","","","grass","grass","marsh","marsh","","","","grass","grass","marsh","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","gem","","","","","","gem","gem","","","","gem","gem","","","","","","gem","gem","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,108,17,"start","endClosed","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","","","","","","","","","","enemy","gem","","","","gem","sword","","enemy","","","","enemy","boulder","sword","gem","","","","gem","enemy","gem","enemy","","","","","","","","","","","","","","","","","","","","","","","",""
1,109,5,"start","ice","ice","grass","","","","ice","grass","grass","ice","","","","ice","grass","grass","ice","","","","endClosed","ice","ice","grass","","","","","","","","","","","","","","","","","","","","","","","","","","gem","gem","warp","","","","gem","enemy","enemy","gem","","","","gem","enemy","enemy","gem","","","","","gem","gem","warp","","","","","","","","","","","","","","","","","","","","","","","",""
1,110,9,"start","grass","grass","grass","","","","ice","ice","grass","grass","","","","ice","ice","grass","grass","","","","grass","grass","endClosed","grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","","","","","gem","","","","","","","boulder","","","","","boulder","gem","","boulder","","","","","","","","","","","","","","","","","","","","","","","",""
1,111,12,"start","grass","grass","ice","","","","grass","grass","grass","ice","","","","endClosed","grass","grass","ice","","","","grass","marsh","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","","enemy","gem","","","","","","","gem","","","","","","","gem","","","","sword","","gem","gem","","","","","","","","","","","","","","","","","","","","","","","",""
1,112,12,"start","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","warp","boulder","gem","boulder","","","","gem","gem","boulder","warp","","","","hammer","","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,113,13,"start","ice","marsh","grass","","","","marsh","ice","grass","grass","","","","marsh","ice","ice","grass","","","","marsh","ice","marsh","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","hammer","","","","boulder","","sword","","","","","gem","boulder","","enemy","","","","sword","gem","enemy","","","","","","","","","","","","","","","","","","","","","","","","",""
1,114,16,"start","marsh","grass","grass","","","","grass","marsh","marsh","grass","","","","grass","grass","marsh","grass","","","","grass","grass","marsh","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","boulder","gem","","","","warp","","","boulder","","","","hammer","boulder","","boulder","","","","warp","boulder","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,115,7,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","boulder","","","","","","","gem","","boulder","","","","hammer","","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,116,8,"start","endClosed","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","gem","","","","boulder","","","boulder","","","","","boulder","hammer","","","","","","gem","","","","","","","","","","","","","","","","","","","","","","","","","",""
