hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5
358,358,24,1,start,grass,sand,grass,grass,grass,grass,grass,marsh,marsh,sand,marsh,marsh,sand,marsh,grass,grass,grass,grass,grass,marsh,marsh,sand,marsh,sand,marsh,marsh,grass,grass,grass,grass,grass,sand,grass,grass,endClosed,,,,,gem,,,gem,,,,,,,,,gem,,gem,,,,,,,,,gem,,,,gem,,,,
359,359,28,1,start,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,endClosed,,,,,gem,,,,gem,,,gem,gem,,,gem,,,,gem,,,gem,gem,,gem,,,,,gem,,gem,,gem,
360,360,26,1,start,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,endClosed,,,boulder,hammer,gem,gem,,,hammer,boulder,,boulder,gem,,,boulder,,,boulder,boulder,hammer,,gem,,gem,,boulder,boulder,boulder,gem,hammer,boulder,,,gem,
361,361,24,1,start,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,endClosed,,,,gem,,boulder,gem,boulder,hammer,,boulder,,,,boulder,boulder,,gem,,gem,boulder,boulder,,,hammer,boulder,hammer,gem,boulder,,boulder,,gem,,,
362,362,24,1,start,sand,sand,sand,sand,sand,lava,sand,lava,sand,lava,sand,sand,lava,sand,sand,sand,sand,sand,sand,sand,endClosed,sand,sand,sand,lava,sand,lava,sand,sand,sand,sand,sand,sand,sand,sand,,hammer,gem,boulder,gem,,,,,,,,,,,gem,,,hammer,,,,boulder,boulder,,,,,gem,gem,gem,,,,,
363,363,26,1,start,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,lava,ice,sand,sand,sand,sand,lava,ice,sand,sand,sand,sand,lava,endClosed,,,,,,hammer,gem,,,,,,boulder,boulder,gem,,,,hammer,gem,boulder,,,boulder,boulder,boulder,boulder,,,,hammer,gem,hammer,boulder,,
364,364,25,1,start,sand,sand,sand,sand,sand,sand,sand,sand,sand,lava,sand,sand,sand,lava,sand,sand,sand,sand,lava,sand,lava,sand,ice,sand,lava,sand,sand,lava,ice,sand,sand,sand,sand,sand,endClosed,,,,hammer,gem,gem,,gem,,,,gem,,,,,,boulder,hammer,,,,gem,,gem,,,gem,,,gem,gem,boulder,,,
365,365,17,1,start,lava,sand,sand,sand,sand,sand,sand,sand,ice,sand,ice,lava,lava,sand,ice,sand,ice,sand,sand,sand,ice,sand,ice,lava,sand,sand,ice,ice,ice,sand,sand,sand,sand,lava,endClosed,,,,gem,gem,,,,gem,,,,,,gem,,,,,gem,gem,,,,,hammer,,boulder,,,,gem,gem,boulder,,
366,366,24,1,start,sand,sand,sand,sand,sand,sand,sand,sand,lava,sand,sand,lava,sand,sand,sand,lava,sand,lava,sand,sand,sand,sand,sand,sand,lava,sand,sand,lava,sand,sand,sand,sand,sand,sand,endClosed,,,,gem,gem,warp,,gem,gem,,,gem,,,gem,,,,,,,,gem,,gem,,,,,gem,warp,gem,,,gem,
367,367,24,1,start,sand,sand,sand,sand,endClosed,sand,sand,sand,sand,sand,sand,sand,lava,sand,sand,sand,sand,sand,lava,lava,sand,lava,sand,sand,sand,sand,sand,lava,sand,sand,sand,sand,lava,sand,sand,,,gem,warp,gem,,,,,gem,,,gem,,,gem,,gem,,,,,,,,gem,,,,,,gem,,,gem,warp
368,368,19,1,start,sand,lava,sand,sand,sand,lava,sand,lava,sand,sand,sand,lava,sand,lava,lava,lava,lava,lava,sand,sand,sand,sand,sand,sand,sand,lava,lava,sand,sand,sand,sand,sand,lava,lava,endClosed,,,,gem,gem,gem,,,,gem,warp2,warp,,,,,,,,,warp2,,gem,,gem,gem,,,gem,gem,gem,gem,warp,,,
369,369,23,1,start,sand,sand,lava,sand,sand,sand,sand,lava,sand,sand,sand,sand,lava,sand,sand,sand,sand,lava,sand,sand,sand,lava,lava,sand,sand,sand,lava,sand,sand,sand,sand,sand,sand,sand,endClosed,,gem,,,,gem,gem,warp,,gem,warp,warp2,,,,gem,,gem,,gem,gem,,,,,,,,warp2,gem,,gem,,gem,,
370,370,22,1,start,sand,sand,sand,sand,sand,sand,lava,lava,sand,lava,sand,sand,sand,sand,sand,lava,sand,sand,lava,lava,sand,lava,sand,sand,sand,sand,sand,lava,sand,sand,sand,lava,lava,sand,endClosed,,warp2,boulder,gem,,gem,,,,,,,gem,warp,gem,hammer,,warp,,,,,,,,gem,,gem,,gem,gem,,,,warp2,
371,371,24,1,start,sand,lava,sand,lava,sand,sand,sand,sand,sand,lava,sand,sand,lava,lava,sand,sand,sand,sand,sand,sand,sand,lava,sand,lava,sand,sand,lava,sand,sand,sand,sand,sand,sand,sand,endClosed,,gem,,gem,,gem,gem,,,warp,,warp,,,,gem,,gem,gem,,hammer,,,boulder,,,gem,,,gem,,gem,,,gem,
372,372,23,1,start,lava,sand,sand,sand,lava,sand,sand,sand,lava,lava,sand,sand,sand,sand,sand,sand,sand,sand,lava,lava,sand,lava,sand,sand,sand,sand,lava,sand,sand,lava,sand,lava,sand,sand,endClosed,,,gem,warp,gem,,,gem,,,,,gem,,gem,warp2,,gem,,,,,,,gem,warp,warp2,,,gem,,gem,,,gem,
373,373,23,1,start,sand,sand,sand,sand,sand,sand,sand,lava,sand,lava,sand,sand,lava,sand,sand,lava,sand,lava,sand,lava,sand,sand,lava,sand,sand,sand,sand,ice,ice,sand,lava,sand,sand,sand,endClosed,,gem,,boulder,,gem,gem,warp2,,,,warp,,,warp2,hammer,,gem,,,,gem,gem,,warp,gem,boulder,gem,,,hammer,,,gem,gem,
374,374,25,1,start,sand,sand,sand,sand,sand,sand,sand,lava,sand,sand,sand,sand,sand,lava,lava,lava,sand,sand,sand,lava,endClosed,lava,sand,sand,sand,lava,sand,lava,sand,sand,sand,lava,sand,sand,sand,,,,gem,,hammer,warp,hammer,,warp,gem,,,,,,,,gem,,,,,gem,boulder,gem,,gem,,,gem,,,,boulder,
375,375,18,1,start,sand,sand,sand,sand,sand,sand,sand,sand,lava,sand,sand,sand,sand,sand,lava,sand,sand,sand,sand,sand,lava,sand,sand,sand,sand,sand,lava,lava,lava,sand,sand,sand,sand,ice,endClosed,,,gem,,,,,gem,warp,,gem,hammer,,,gem,,,gem,,,,,,warp2,gem,,,,,,warp,gem,warp2,boulder,,
376,376,22,1,start,sand,sand,sand,sand,endClosed,sand,sand,sand,sand,sand,sand,sand,sand,lava,lava,sand,sand,sand,ice,sand,sand,ice,sand,sand,sand,lava,lava,sand,sand,sand,sand,sand,sand,sand,sand,,,,gem,gem,,gem,,,sword,,,,,,,gem,,,,enemy,gem,,gem,,,,,,,gem,,,,,
377,377,20,1,start,sand,sand,sand,sand,sand,sand,lava,lava,lava,lava,sand,sand,lava,sand,sand,lava,sand,sand,sand,sand,sand,sand,sand,sand,lava,lava,lava,lava,sand,sand,sand,sand,sand,sand,endClosed,,,,,,warp,,,,,,sword,,,gem,gem,,,,enemy,gem,gem,enemy,,,,,,,,warp,sword,,,,
378,378,34,1,start,sand,sand,sand,sand,endClosed,sand,sand,sand,sand,sand,ice,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,,,enemy,gem,,,,sword,gem,enemy,,,sword,,enemy,gem,,,,sword,gem,enemy,,sword,sword,,enemy,gem,,enemy,sword,sword,gem,enemy,enemy,gem
379,379,27,1,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,endClosed,sand,sand,sand,sand,sand,start,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sword,,,boulder,,sword,sword,enemy,enemy,enemy,enemy,sword,,enemy,hammer,gem,enemy,,,enemy,gem,gem,enemy,enemy,,enemy,enemy,enemy,enemy,gem,,,,enemy,gem,gem
380,380,12,1,lava,lava,lava,lava,lava,lava,lava,sand,sand,sand,lava,lava,lava,sand,start,sand,sand,lava,lava,sand,sand,endClosed,sand,lava,lava,lava,sand,sand,sand,lava,lava,lava,lava,lava,lava,lava,,,,,,,,sword,gem,sword,,,,enemy,,enemy,gem,,,gem,sword,,enemy,,,,enemy,gem,enemy,,,,,,,
381,381,23,1,start,sand,sand,sand,sand,endClosed,sand,lava,lava,lava,lava,sand,sand,lava,sand,sand,lava,sand,sand,lava,sand,sand,lava,sand,sand,lava,lava,lava,lava,sand,sand,sand,sand,sand,sand,sand,,hammer,sword,,gem,,gem,,,,,,,,warp2,warp,,,,,gem,enemy,,,,,,,,gem,warp,gem,,sword,boulder,warp2
382,382,17,1,lava,lava,lava,lava,lava,lava,start,sand,sand,sand,sand,sand,lava,lava,lava,lava,lava,sand,sand,sand,sand,sand,sand,sand,sand,lava,lava,lava,lava,lava,sand,sand,sand,sand,sand,endClosed,,,,,,,,warp,warp2,enemy,gem,,,,,,,gem,enemy,,,enemy,sword,warp2,sword,,,,,,warp,gem,,gem,enemy,
383,383,22,1,sand,sand,lava,lava,sand,sand,sand,ice,sand,sand,ice,sand,lava,sand,start,sand,sand,lava,lava,sand,sand,endClosed,sand,lava,sand,ice,sand,sand,ice,sand,sand,sand,lava,lava,sand,sand,enemy,sword,,,gem,enemy,gem,,,,,sword,,,,,,,,,,,,,sword,,,,,gem,enemy,gem,,,sword,enemy
384,384,16,1,start,sand,lava,lava,lava,lava,sand,sand,lava,sand,sand,lava,lava,sand,lava,sand,lava,lava,lava,lava,lava,lava,lava,lava,lava,lava,sand,lava,lava,lava,lava,lava,sand,sand,sand,endClosed,,gem,,,,,gem,warp,,warp,warp2,,,sword,,gem,,,,,,,,,,,gem,,,,,,warp2,gem,enemy,
385,385,28,1,sand,sand,sand,sand,sand,start,sand,lava,lava,sand,lava,lava,sand,lava,sand,lava,sand,sand,sand,lava,endClosed,sand,sand,sand,sand,lava,lava,lava,lava,sand,sand,sand,sand,sand,sand,sand,gem,,sword,warp,,,enemy,,,gem,,,warp2,,sword,,gem,,gem,,,warp,,gem,,,,,,,enemy,gem,warp2,,gem,sword
386,386,27,1,start,sand,sand,sand,sand,lava,sand,lava,sand,lava,sand,sand,sand,sand,sand,sand,sand,lava,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,endClosed,sand,sand,sand,sand,sand,sand,sand,,,warp,gem,gem,,gem,,gem,,warp,hammer,gem,gem,,,gem,,warp2,boulder,gem,enemy,enemy,enemy,,,warp2,enemy,,enemy,sword,,gem,enemy,enemy,enemy
387,387,30,1,start,sand,sand,lava,sand,sand,sand,lava,sand,sand,sand,sand,sand,sand,lava,sand,lava,sand,sand,sand,sand,lava,sand,sand,sand,sand,sand,sand,sand,endClosed,sand,lava,sand,sand,lava,lava,,,gem,,gem,warp2,gem,,,warp,,sword,gem,,,gem,,gem,,,,,,warp2,gem,,warp,,enemy,,sword,,,gem,,
388,388,28,1,start,sand,sand,sand,sand,endClosed,sand,lava,sand,sand,lava,sand,sand,sand,lava,lava,sand,sand,sand,sand,lava,lava,sand,sand,sand,lava,sand,sand,lava,sand,sand,sand,sand,sand,sand,sand,,enemy,enemy,enemy,enemy,,warp2,,gem,sword,,warp,gem,sword,,,sword,,,sword,,,sword,gem,warp,,sword,gem,,,enemy,warp2,gem,,,enemy
389,389,20,1,start,sand,sand,sand,sand,endClosed,sand,lava,lava,lava,lava,sand,sand,lava,sand,sand,lava,sand,sand,lava,sand,sand,lava,sand,sand,lava,lava,lava,lava,sand,sand,sand,sand,sand,sand,sand,,sword,enemy,enemy,gem,,sword,,,,,sword,enemy,,warp,gem,,enemy,enemy,,gem,warp2,,enemy,sword,,,,,sword,warp,gem,enemy,enemy,sword,warp2
390,390,30,1,ice,sand,sand,sand,sand,ice,sand,lava,sand,sand,lava,sand,sand,sand,endClosed,sand,sand,sand,sand,sand,sand,start,sand,sand,sand,lava,sand,sand,lava,sand,ice,sand,sand,sand,sand,ice,gem,,,,,gem,,,gem,warp,,,,warp,,gem,gem,,,gem,gem,,warp2,,,,warp2,gem,,,gem,,,,,gem
391,391,24,1,start,sand,sand,sand,sand,sand,sand,sand,lava,sand,lava,sand,lava,sand,sand,sand,sand,sand,lava,sand,sand,sand,sand,lava,sand,sand,sand,lava,sand,sand,sand,lava,sand,lava,sand,endClosed,,,gem,warp,sword,warp2,,gem,,gem,,gem,,,enemy,,gem,,,gem,gem,enemy,gem,,gem,warp,gem,,warp2,sword,,,,,gem,
392,392,29,1,start,sand,sand,sand,sand,sand,sand,lava,sand,lava,lava,sand,sand,sand,sand,lava,lava,sand,sand,sand,lava,sand,sand,sand,sand,lava,sand,sand,lava,sand,sand,ice,sand,sand,sand,endClosed,,gem,gem,warp2,,enemy,gem,,,,,gem,,,,,,sword,,gem,,sword,,,,,warp2,warp,,enemy,warp,,boulder,gem,gem,
393,393,29,1,sand,sand,sand,sand,sand,sand,sand,lava,lava,lava,lava,sand,start,sand,sand,sand,sand,endClosed,sand,lava,sand,sand,lava,sand,sand,sand,lava,lava,sand,sand,sand,sand,sand,sand,sand,sand,,,boulder,sword,,warp,,,,,,warp2,,enemy,enemy,enemy,enemy,,sword,,gem,gem,,sword,,,,,,boulder,warp,,boulder,sword,warp2,hammer
394,394,25,1,start,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,endClosed,,,,,,,,enemy,enemy,enemy,sword,gem,,enemy,gem,enemy,gem,,,enemy,enemy,enemy,,warp,,gem,,sword,boulder,,warp,hammer,,gem,,
395,395,25,1,start,sand,lava,sand,sand,lava,sand,lava,sand,sand,lava,sand,sand,sand,sand,lava,sand,sand,sand,sand,lava,sand,sand,sand,sand,lava,sand,sand,lava,sand,sand,sand,sand,lava,sand,endClosed,,sword,,sword,sword,,warp,,sword,warp,,sword,sword,warp2,sword,,sword,warp2,enemy,sword,,enemy,enemy,enemy,enemy,,enemy,sword,,enemy,gem,enemy,sword,,gem,
396,396,26,1,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,start,sand,lava,sand,sand,sand,sand,endClosed,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,lava,sand,sand,sand,warp,hammer,enemy,boulder,gem,warp,sword,enemy,sword,boulder,gem,enemy,sword,enemy,,boulder,boulder,boulder,boulder,boulder,boulder,,,sword,gem,enemy,boulder,,hammer,enemy,warp2,gem,boulder,,sword,warp2
397,397,22,1,start,sand,sand,sand,sand,sand,lava,lava,lava,lava,ice,lava,sand,ice,sand,sand,ice,sand,sand,ice,sand,sand,ice,sand,lava,ice,lava,lava,lava,lava,sand,sand,sand,sand,sand,endClosed,,,sword,,warp,gem,,boulder,,,,,enemy,,,boulder,,sword,gem,,boulder,hammer,,gem,,,,,boulder,,gem,warp,,,enemy,
398,398,27,1,sand,lava,lava,sand,sand,sand,start,sand,lava,sand,sand,lava,sand,lava,sand,sand,lava,sand,sand,sand,sand,lava,lava,sand,lava,sand,sand,sand,lava,sand,sand,lava,sand,lava,sand,endClosed,sword,,,gem,warp2,sword,,gem,,warp,gem,,,,gem,enemy,,sword,,,enemy,,,warp,,enemy,warp2,sword,,enemy,,,sword,,gem,
399,399,30,1,lava,sand,sand,sand,sand,sand,sand,start,sand,sand,sand,sand,sand,sand,lava,sand,sand,sand,sand,sand,sand,lava,sand,sand,sand,sand,sand,sand,endClosed,sand,sand,sand,sand,sand,sand,lava,,gem,,,gem,warp,gem,,gem,gem,enemy,gem,,gem,,warp2,gem,,,gem,warp2,,gem,,gem,enemy,gem,gem,,gem,warp,gem,,,gem,
400,400,13,1,start,lava,lava,lava,lava,lava,sand,ice,sand,sand,ice,sand,sand,ice,sand,sand,ice,sand,sand,ice,sand,sand,ice,sand,sand,ice,sand,sand,ice,sand,endClosed,lava,lava,lava,lava,lava,,,,,,,sword,,gem,enemy,,,,,enemy,gem,,sword,sword,,gem,enemy,,,,,enemy,gem,,sword,,,,,,
401,401,15,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,boulder,warp2,gem,,,gem,boulder,,gem,warp3,warp,,boulder,boulder,boulder,boulder,,boulder,warp2,boulder,warp3,,boulder,,gem,boulder,,gem,,gem,,warp,boulder,
402,402,27,1,start,grass,grass,grass,grass,endClosed,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,warp,warp2,warp3,,,,boulder,boulder,boulder,boulder,boulder,gem,gem,gem,gem,boulder,warp3,gem,gem,gem,gem,boulder,warp2,gem,gem,gem,gem,boulder,warp,gem,gem,gem,gem,boulder,
403,403,38,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,boulder,,boulder,gem,,warp,boulder,warp2,boulder,gem,boulder,boulder,boulder,warp3,boulder,boulder,,warp,warp2,boulder,boulder,boulder,boulder,boulder,boulder,boulder,warp3,hammer,gem,gem,boulder,boulder,hammer,
404,404,28,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,warp3,boulder,gem,,,warp2,boulder,gem,warp2,gem,warp,,boulder,,gem,boulder,boulder,boulder,,boulder,boulder,,gem,warp,gem,boulder,warp3,gem,,gem,boulder,,gem,
405,405,31,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,boulder,hammer,,boulder,,warp,warp3,boulder,warp2,warp,,warp2,boulder,gem,gem,boulder,boulder,boulder,gem,boulder,gem,gem,boulder,boulder,gem,gem,boulder,boulder,hammer,warp3,boulder,gem,gem,
406,406,25,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,warp,warp2,hammer,boulder,warp3,boulder,boulder,boulder,boulder,boulder,warp,warp2,boulder,heart,heart,boulder,gem,warp3,boulder,heart,heart,boulder,gem,gem,boulder,heart,heart,boulder,boulder,gem,boulder,heart,heart,heart,
407,407,34,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,warp,boulder,,gem,,warp2,boulder,boulder,gem,warp2,warp3,boulder,hammer,gem,boulder,gem,boulder,boulder,gem,warp3,gem,boulder,,gem,boulder,gem,boulder,,gem,warp,gem,boulder,,
408,408,29,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,warp2,boulder,gem,boulder,hammer,warp,warp3,gem,warp,boulder,hammer,boulder,gem,boulder,gem,boulder,,gem,warp2,gem,boulder,gem,gem,boulder,boulder,boulder,gem,warp3,,hammer,hammer,,gem,,
409,409,25,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,warp,boulder,,hammer,warp3,warp2,gem,boulder,,,,boulder,boulder,gem,boulder,gem,,,gem,boulder,gem,boulder,warp2,,,,boulder,gem,boulder,warp3,hammer,,warp,boulder,
410,410,24,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,gem,boulder,boulder,warp,gem,gem,warp,boulder,boulder,gem,warp2,boulder,boulder,hammer,gem,boulder,boulder,boulder,boulder,gem,warp3,boulder,boulder,warp2,gem,boulder,boulder,gem,gem,gem,warp3,boulder,boulder,gem,
411,411,36,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,hammer,boulder,gem,warp3,warp2,hammer,boulder,gem,boulder,hammer,warp,boulder,gem,boulder,gem,boulder,gem,gem,boulder,gem,boulder,gem,boulder,warp2,hammer,boulder,gem,boulder,gem,warp,warp3,gem,boulder,gem,
412,412,24,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,hammer,boulder,gem,boulder,,,warp2,boulder,warp2,gem,hammer,warp,warp3,boulder,boulder,boulder,boulder,boulder,boulder,warp3,gem,,gem,warp,boulder,gem,gem,boulder,boulder,gem,boulder,,boulder,
413,413,25,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,gem,boulder,gem,warp3,,gem,warp2,boulder,,gem,gem,warp,gem,boulder,boulder,boulder,boulder,boulder,boulder,boulder,gem,boulder,warp3,gem,boulder,gem,warp,gem,gem,warp2,boulder,boulder,gem,
414,414,20,1,grass,grass,grass,grass,grass,endClosed,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,start,grass,grass,grass,grass,grass,warp3,gem,,boulder,,,hammer,warp,boulder,gem,boulder,,,boulder,warp2,gem,gem,boulder,boulder,gem,,warp,boulder,,,gem,gem,boulder,warp2,hammer,,,boulder,,gem,warp3
415,415,27,1,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,start,grass,grass,grass,grass,endClosed,gem,gem,boulder,boulder,boulder,warp,gem,boulder,boulder,boulder,warp2,hammer,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,warp3,hammer,boulder,boulder,,warp,boulder,boulder,,,,warp2,warp3,hammer,
416,416,23,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,gem,boulder,boulder,boulder,boulder,boulder,warp,warp3,warp2,hammer,boulder,gem,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,boulder,gem,boulder,hammer,warp3,warp,warp2,boulder,boulder,boulder,boulder,boulder,gem,
417,417,22,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,marsh,grass,grass,grass,grass,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,hammer,boulder,gem,gem,warp2,hammer,warp,boulder,gem,warp3,gem,boulder,boulder,,,gem,gem,gem,gem,,,boulder,boulder,gem,warp2,gem,boulder,warp3,,warp,gem,gem,boulder,,
418,418,43,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,marsh,marsh,endClosed,,boulder,gem,boulder,warp3,warp2,,sword,boulder,boulder,boulder,warp,gem,gem,boulder,boulder,gem,gem,gem,gem,boulder,boulder,gem,gem,warp2,boulder,boulder,enemy,hammer,,warp,warp3,boulder,gem,enemy,
419,419,36,1,start,marsh,grass,marsh,grass,marsh,marsh,grass,marsh,grass,marsh,grass,grass,marsh,grass,marsh,grass,marsh,marsh,grass,marsh,grass,marsh,grass,grass,marsh,grass,marsh,grass,marsh,marsh,grass,marsh,grass,marsh,endClosed,,warp,,,gem,,warp3,warp2,,gem,warp3,gem,,,,,gem,,,gem,,,gem,,gem,warp,gem,gem,warp2,gem,,gem,,,gem,
420,420,32,1,start,grass,grass,grass,grass,marsh,grass,grass,grass,grass,marsh,grass,grass,grass,grass,marsh,grass,grass,grass,grass,marsh,grass,grass,grass,marsh,marsh,grass,grass,grass,grass,marsh,marsh,grass,grass,grass,endClosed,,,,warp3,warp,hammer,boulder,boulder,warp2,,hammer,warp2,boulder,boulder,boulder,hammer,,warp3,boulder,boulder,boulder,boulder,warp,,gem,gem,boulder,boulder,boulder,,gem,gem,boulder,boulder,boulder,
421,421,31,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,grass,grass,marsh,marsh,grass,grass,grass,grass,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,,boulder,warp3,,,boulder,boulder,boulder,boulder,hammer,warp,boulder,gem,gem,boulder,,boulder,boulder,gem,gem,boulder,boulder,warp3,boulder,boulder,boulder,boulder,warp,,,warp2,boulder,warp2,
422,422,27,1,start,grass,grass,grass,marsh,grass,grass,grass,grass,grass,marsh,grass,grass,grass,marsh,marsh,marsh,grass,grass,grass,marsh,marsh,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,warp2,hammer,,gem,,,boulder,,,warp3,warp,boulder,gem,gem,,,hammer,,gem,gem,boulder,warp2,,,,boulder,,,gem,warp3,,warp,,
423,423,32,1,start,grass,grass,marsh,grass,marsh,grass,marsh,marsh,marsh,grass,marsh,grass,marsh,marsh,marsh,grass,marsh,marsh,marsh,grass,grass,marsh,marsh,marsh,grass,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,grass,endClosed,,warp3,hammer,boulder,hammer,boulder,warp,boulder,boulder,boulder,warp2,boulder,warp2,boulder,boulder,boulder,gem,boulder,boulder,boulder,gem,gem,boulder,boulder,boulder,gem,boulder,boulder,boulder,warp3,boulder,boulder,boulder,boulder,warp,
